Time,Distance,TargetVelocity,ActualVelocity,StateOfCharge,BatteryPower,BatteryCurrent,MotorTorque,MotorSpeed,MilesPerGallon
116,0.644990508764379,28.60004740736,29.6381663995481,99.0712810893934,4.78824646599207e-06,6.60272848396913e-08,3.18979292297993e-08,2885.56056203419,471.96200397424
117,0.652813619956285,25.30004193728,26.5806405941646,99.0712810893905,1.95399252334028e-10,2.6944482040931e-12,1.44141691078968e-12,2587.88101727156,477.686446713141
118,0.659743490980463,22.0000364672,23.3648278238611,99.0712810893905,0,0,5.63598708154436e-19,2274.79071405311,482.757274533709
119,0.665768107290764,18.70003099712,20.0391874071591,99.0712810893905,0,0,1.30348629274552e-26,1951.00763312376,487.165695973002
120,0.670880573687709,15.40002552704,16.7400733237359,99.0712810893905,0,0,-4.95246883158407e-30,1629.80714587221,490.906665573576
121,0.675079924817975,12.10002005696,13.4860707922777,99.0712810893905,0,0,-4.01741203886457e-34,1312.99870209215,493.979476952805
122,0.678363121231605,8.80001458688,10.1672305371069,99.0712810893905,0,0,-8.38693660178188e-39,989.877682292544,496.38190603937
123,0.680730317717727,5.5000091168,6.87217076542181,99.0712810893905,4.64291101497424e-37,6.40231889151545e-39,1.32049585292571e-38,669.071921283492,498.114066097861
124,0.682181123155692,2.20000364672,3.57289891503991,99.0712810893905,1.09590353472629e-41,1.51119069071704e-43,6.0048141987335e-43,347.856073901087,499.175670931688
125,0.682868383638572,0,1.37498316908072,99.0712810893905,1.82162622778522e-46,2.51192236375309e-48,2.63683858671861e-47,133.867836244438,499.678563346915
126,0.683186233300505,0,1.09025045370476,99.0712810893905,6.89268190584113e-51,9.50462919419493e-53,1.23764951325325e-51,106.146367813034,499.911145007218
127,0.683480034108313,0,1.02540280502688,99.0712810893905,2.94314488793994e-55,4.05843490339423e-57,5.61907912049264e-56,99.8328255026567,500.126129283945
128,0.683756027849347,0,0.961972622247383,99.0712810893905,1.2535308727617e-59,1.72855011907321e-61,2.55105797717337e-60,93.6572871308256,500.328083510142
129,0.684014598268837,0,0.899998230405793,99.0712810893905,5.32438141461819e-64,7.34202908617083e-66,1.15817852983708e-64,87.6234840087515,500.517288485552
130,0.684256171380211,0,0.83963485539093,99.0712810893905,2.25513810462377e-68,3.1097113952095e-70,5.25812239070237e-69,81.7465288696906,500.694055939027
131,0.684481226010842,0,0.781086140085728,99.0712810893905,9.52438180724835e-73,1.31335985931857e-74,2.38718387220447e-73,76.0462483069552,500.858736245222
132,0.68469029470626,0,0.724558200655869,99.0712810893905,4.01112616521956e-77,5.53112233704518e-79,1.08377980128224e-77,70.542709711722,501.011719086236
133,0.684883963776549,0,0.670237269860385,99.0712810893905,1.68452244159916e-81,2.32286378443371e-83,4.92035268562157e-82,65.254044634289,501.153433485563
134,0.685062870438987,0,0.618300851715179,99.0712810893905,7.05510128309303e-86,9.72859658102923e-88,2.23383666333883e-86,60.197534797857,501.284345717264
135,0.685227697747806,0,0.568894960838144,99.0712810893905,2.94707152323397e-90,4.0638495174676e-92,1.0141602761645e-90,55.3873961298619,501.404955595894
136,0.685379167191947,0,0.522141881610244,99.0712810893905,1.22801112127347e-94,1.69335978556631e-96,4.60428053057727e-95,50.835534190935,501.515791060022
137,0.685518029307851,0,0.478130111803269,99.0712810893905,5.10522687391826e-99,7.03982702984036e-101,2.09034012694998e-99,46.5505650903407,501.617401303286
138,0.685645053179579,0,0.436908288719617,99.0712810893905,2.11794372231431e-103,2.92052788881948e-105,9.49012949432366e-104,42.5372241372664,501.710349091259
